#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
15,Sun Oct 13 12:34:29 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
16,Sun Oct 13 12:36:29 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
17,Sun Oct 13 12:36:42 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
18,Sun Oct 13 12:42:01 EDT 2019,88,5,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest , ,
19,Sun Oct 13 12:43:29 EDT 2019,61,-27,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- DelMinTest1- DelMinTest2 DelMinTest4- EverythingTest GetMinTest1- GetMinTest3- , ,
20,Sun Oct 13 12:43:49 EDT 2019,83,22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1+ GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
21,Sun Oct 13 12:47:42 EDT 2019,61,-22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1- DelMinTest2 DelMinTest4- EverythingTest GetMinTest1- GetMinTest3- , ,
22,Sun Oct 13 12:47:59 EDT 2019,83,22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1+ GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
23,Sun Oct 13 12:49:50 EDT 2019,83,0,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest3- , ,
24,Sun Oct 13 12:50:11 EDT 2019,83,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest3 , ,
25,Sun Oct 13 12:53:23 EDT 2019,83,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest3 , ,
26,Sun Oct 13 13:15:11 EDT 2019,61,-22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- DelMinTest1- DelMinTest2 DelMinTest4- EverythingTest GetMinTest1- GetMinTest3 , ,
27,Sun Oct 13 13:15:42 EDT 2019,61,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
28,Sun Oct 13 13:16:33 EDT 2019,61,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
29,Sun Oct 13 13:19:35 EDT 2019,83,22,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest3 , ,
30,Sun Oct 13 13:20:26 EDT 2019,77,-6,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- DelMinTest2 EverythingTest GetMinTest3 , ,
31,Sun Oct 13 13:21:30 EDT 2019,72,-5,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1- DelMinTest2 EverythingTest GetMinTest3 , ,
32,Tue Oct 15 10:08:45 EDT 2019,83,11,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
33,Tue Oct 15 10:09:45 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
34,Tue Oct 15 10:12:20 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
35,Tue Oct 15 10:13:08 EDT 2019,94,11,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 , ,
36,Tue Oct 15 10:14:07 EDT 2019,94,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 , ,
37,Tue Oct 15 10:15:06 EDT 2019,94,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 , ,
38,Wed Oct 16 10:28:59 EDT 2019,61,-33,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1- DelMinTest2- DelMinTest4- EverythingTest- GetMinTest3- SizeTest2- , ,
39,Wed Oct 16 10:29:12 EDT 2019,61,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest3 SizeTest2 , ,
40,Wed Oct 16 10:29:56 EDT 2019,83,22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
41,Wed Oct 16 10:30:11 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
42,Wed Oct 16 10:31:07 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
43,Wed Oct 16 10:37:47 EDT 2019,72,-11,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1- DelMinTest2 EverythingTest GetMinTest3- , ,
44,Wed Oct 16 10:38:12 EDT 2019,61,-11,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4- EverythingTest GetMinTest3 SizeTest2- , ,
45,Wed Oct 16 10:38:28 EDT 2019,83,22,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
46,Wed Oct 16 10:39:42 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
47,Wed Oct 16 21:14:06 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
48,Thu Oct 17 09:52:06 EDT 2019,66,-17,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1- DelMinTest2 DelMinTest4- EverythingTest GetMinTest3- , ,
49,Thu Oct 17 09:52:27 EDT 2019,83,17,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
50,Thu Oct 17 10:01:33 EDT 2019,83,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest , ,
51,Thu Oct 17 10:05:11 EDT 2019,100,17,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
52,Sun Oct 20 14:42:04 EDT 2019,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
53,Sun Oct 20 19:37:05 EDT 2019,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
